"","meters.east","meters.north","Ash","Atlantic white cedar","Basswood","Beech","Birch","Cherry","Chestnut","Dogwood","Elm","Fir","Hemlock","Hickory","Ironwood","Maple","Oak","Pine","Spruce","Tamarack","Walnut","Other hardwood","Black gum/sweet gum","Cedar/juniper","Poplar/tulip poplar"
"23319",1773000,686000,0.0357264,4.32e-05,0.0054376,0.0445996,0.0148644,0.0039328,0.0442592,5.2e-06,0.0345808,0.000274,0.0262868,0.0996392,0.0185008,0.0985692,0.4047728,0.1276168,0.00224,0.0006376,0.0063188,0.021568,0.0001644,0.0003304,0.009632
"23320",1781000,686000,0.0166376,7.6e-06,0.0040888,0.0040904,0.006956,0.0018116,0.0482684,6.4e-06,0.0342368,0.000186,0.0044688,0.1301332,0.0416636,0.1078036,0.449696,0.0924788,0.000544,0.0011164,0.0094936,0.029266,0.0001204,0.0006956,0.0162304
"23321",1789000,686000,0.0144348,4e-05,0.004552,0.0037768,0.0084752,0.002196,0.0694284,1.8e-05,0.032684,0.0001696,0.0051388,0.1550804,0.0291392,0.0990804,0.435298,0.0599452,0.000558,0.0010336,0.0135816,0.0452856,0.0002044,0.0012236,0.0186564
"23322",1797000,686000,0.0207332,1.56e-05,0.0069676,0.0199828,0.0171776,0.0063056,0.1337868,1.24e-05,0.0198396,0.000174,0.0190584,0.1352908,0.0093756,0.0781124,0.3844968,0.0658408,0.0007896,0.0015036,0.0122956,0.0527344,0.0001236,0.0003696,0.0150136
"23323",1805000,686000,0.0323372,2.6e-05,0.0077296,0.0692528,0.0288796,0.0078536,0.1113284,8.8e-06,0.0128492,0.0001912,0.0489456,0.071664,0.0088084,0.0904316,0.2430256,0.2047152,0.0018392,0.0020304,0.0058072,0.0290788,0.0001084,0.000158,0.0229312
"23324",1813000,686000,0.0575768,4.52e-05,0.0098508,0.14472,0.0432744,0.0021916,0.01805,8e-06,0.015596,0.0002196,0.193526,0.0234684,0.0187424,0.2123676,0.0892984,0.1030356,0.0044764,0.002414,0.0053488,0.0063592,0.0001884,0.0001528,0.0490896
"23325",1821000,686000,0.0688536,2.4e-05,0.0293396,0.1480188,0.0438792,0.0021704,0.0108484,8.4e-06,0.0443464,0.0003396,0.2766236,0.014658,0.0462032,0.168666,0.0492656,0.0566916,0.004074,0.0008032,0.0128792,0.0084516,0.000194,0.0001304,0.0135312
"23326",1829000,686000,0.0305408,2e-05,0.0036308,0.430746,0.0375288,0.0002896,0.0015064,4.8e-06,0.0070584,0.0004364,0.3951616,0.0020212,0.0069276,0.0574552,0.0053364,0.0107428,0.0075212,0.0001504,0.0011132,0.0006892,4.04e-05,1.08e-05,0.001068
"23327",1837000,686000,0.0346128,3.6e-06,0.0022452,0.4682772,0.0449832,0.00014,0.0008948,8e-07,0.0060148,0.000616,0.303076,0.0018428,0.00444,0.063316,0.0025444,0.0051548,0.0599596,0.0001048,0.0006436,0.0003612,3.64e-05,1.72e-05,0.0007148
"23328",1845000,686000,0.0118176,7.2e-06,0.0040548,0.5054976,0.0414284,0.000156,0.0024812,5.6e-06,0.0062384,0.0002512,0.3384628,0.003454,0.0020616,0.0749244,0.0024264,0.0018748,0.0025708,0.0001356,0.00099,0.000292,5.28e-05,1.12e-05,0.0008056
"23329",1853000,686000,0.0143052,1.44e-05,0.0152024,0.2663512,0.0480424,0.000296,0.0174572,1.16e-05,0.0155172,0.0002564,0.4406036,0.0175472,0.0032632,0.1379028,0.0072648,0.0025836,0.0021244,0.0005968,0.0056364,0.0011644,0.0003008,3.16e-05,0.0035264
"23330",1861000,686000,0.0277756,0.0002136,0.0067528,0.0149064,0.0168296,0.0005508,0.2425056,3.16e-05,0.0209,0.0002292,0.058148,0.0633644,0.0060376,0.068682,0.3164224,0.0833236,0.0192236,0.005092,0.0135384,0.0063336,0.0011312,1.84e-05,0.0279896
"23331",1869000,686000,0.0169748,6.72e-05,0.0024244,0.003144,0.0060432,0.0003184,0.0562552,2.4e-06,0.0074384,6.36e-05,0.0109788,0.0378508,0.0026444,0.0229804,0.504774,0.265054,0.0207484,0.003642,0.00609,0.002872,0.0010808,2.68e-05,0.028526
"23332",1877000,686000,0.0139192,0.0001192,0.0015452,0.0007248,0.004474,0.0001756,0.0221456,1.6e-06,0.0032764,3.36e-05,0.006258,0.0357936,0.0008348,0.0107948,0.5391832,0.336856,0.0044248,0.0007784,0.0030788,0.0005876,0.0003624,4.8e-06,0.0146276
"23333",1885000,686000,0.0170124,0.001254,0.0024724,0.0005604,0.0139984,0.0003412,0.0721316,8e-07,0.0040868,2.92e-05,0.0012084,0.0771856,0.000948,0.0277036,0.5158416,0.2288412,0.0124048,0.0033772,0.0020116,0.0008864,0.0004632,4e-06,0.0172372
"23334",1893000,686000,0.01193,0.000188,0.0014536,0.0004668,0.010698,0.000406,0.0301252,2e-07,0.0011524,1.68e-05,0.0030028,0.0282872,0.0005768,0.0098516,0.460796,0.4270628,0.0014668,0.0015724,0.00065,0.0016376,0.0002048,4e-07,0.008454
"23335",1901000,686000,0.0164744,8.32e-05,0.0010436,0.000202,0.0229984,0.0002788,0.082656,1.2e-06,0.0010216,7.2e-06,0.0041252,0.0809232,0.00029,0.0117552,0.4803564,0.2809348,0.0006268,0.000404,0.000268,0.0033288,0.00019,1.2e-06,0.01203
"23336",1909000,686000,0.0143624,0.0001704,0.001994,0.0002616,0.0143836,0.0006076,0.0774232,2.8e-06,0.002478,4.8e-06,0.0019924,0.1187432,0.000262,0.0311148,0.6296476,0.0817792,0.0018756,0.0019876,0.0002416,0.0012432,0.00027,8e-07,0.0191536
"23337",1917000,686000,0.0098164,0.0001284,0.000688,0.0002248,0.007198,0.0003388,0.0458088,8e-07,0.0022444,2e-06,0.0057288,0.0406732,0.0001756,0.0215348,0.7583492,0.0932944,0.0012616,0.0001724,0.0002252,0.0005252,0.0002692,8e-07,0.0113392
"23338",1925000,686000,0.0039616,9.76e-05,0.0003488,0.000276,0.0085652,0.0001648,0.1097792,2e-06,0.0007012,4.4e-06,0.005556,0.0218736,0.0001036,0.0093284,0.740594,0.0864988,0.0003376,4.16e-05,0.0001104,0.0002536,0.0001364,8e-07,0.0112644
"23339",1933000,686000,0.0052428,0.0003544,0.0005116,0.0004924,0.0166188,0.0002408,0.2000028,4e-07,0.0007548,8.4e-06,0.0050476,0.028072,0.0002424,0.012306,0.602004,0.1099576,0.0001884,3.28e-05,0.0001136,0.0003448,0.0001612,2.4e-06,0.0173
"23340",1941000,686000,0.0177704,0.0015288,0.0008956,0.000514,0.015708,0.0007004,0.0827896,1.2e-06,0.0032084,1.72e-05,0.0071852,0.0343912,0.0008996,0.0314612,0.617516,0.1673428,0.0004036,8.04e-05,0.0002008,0.0015992,0.00053,3.6e-06,0.0152528
"23341",1949000,686000,0.016184,0.0014308,0.0008492,0.0002084,0.0084048,0.000702,0.0292464,2e-06,0.0030588,2.48e-05,0.002952,0.0117292,0.0011116,0.0275156,0.7842044,0.1006012,0.0002016,2.28e-05,0.0001592,0.0009484,0.000456,4.4e-06,0.0099824
"23342",1957000,686000,0.0244996,0.01422,0.000986,0.0003296,0.0213412,0.0010616,0.0420824,6e-06,0.0034072,3.32e-05,0.0035256,0.0029284,0.0048832,0.0637576,0.6930632,0.1071344,0.000198,3.84e-05,0.0003712,0.001528,0.0004856,9.6e-06,0.01411
"23343",1965000,686000,0.0238264,0.0240232,0.0006212,0.000322,0.0201016,0.000798,0.0470264,1.2e-06,0.002766,2.28e-05,0.0023704,0.00246,0.0053948,0.0667408,0.6910468,0.0973292,0.0001864,6.04e-05,0.0004804,0.0020388,0.0007912,8.8e-06,0.0115832
"23344",1973000,686000,0.0130048,0.0121172,0.000194,0.0005888,0.0088068,0.0004004,0.0504384,1.2e-06,0.0036416,1.12e-05,0.0008836,0.0077624,0.0022508,0.0272664,0.6358876,0.2238984,0.0003124,1.08e-05,8.92e-05,0.0025884,0.0018156,1.64e-05,0.0080136
"23345",1981000,686000,0.020402,0.0214224,0.0001968,0.0017828,0.011134,0.0006116,0.0896724,3.2e-06,0.0087252,1.44e-05,0.000532,0.0593044,0.0030716,0.0401868,0.441098,0.268854,0.0009592,1.72e-05,0.000148,0.0108528,0.0072196,1.8e-05,0.0137736
"23346",1989000,686000,0.0243444,0.023976,0.0002996,0.0049896,0.0214856,0.0006136,0.081176,3.6e-06,0.0190112,5.84e-05,0.0008944,0.0952576,0.0045208,0.0778812,0.4343444,0.1529344,0.0024508,1.24e-05,0.0001976,0.0171628,0.0255164,1.48e-05,0.0128544
"23347",1997000,686000,0.0226228,0.0331028,0.000224,0.0084032,0.0274332,0.0005524,0.0112972,4.4e-06,0.015718,3.88e-05,0.0008156,0.0618988,0.0037104,0.0939312,0.5285172,0.116646,0.001182,2.56e-05,0.0001716,0.0079972,0.0584352,1.52e-05,0.0072572
"23348",2005000,686000,0.0263112,0.0150972,0.0001472,0.0085216,0.0422424,0.0002188,0.0004744,8e-07,0.0197524,8e-06,0.0007144,0.0356852,0.0046276,0.1181788,0.6358744,0.0581112,0.0012568,2.96e-05,0.000124,0.0011692,0.0283564,1.16e-05,0.0030868
"23349",2013000,686000,0.0238372,0.009116,0.0001212,0.0076184,0.0365384,0.0002468,0.0001364,1.2e-06,0.0135228,8.8e-06,0.0010172,0.0245216,0.004864,0.1088684,0.7070848,0.0486724,0.0030544,7.2e-06,0.0001136,0.0005324,0.008118,2.8e-06,0.001996
"23350",2021000,686000,0.019714,0.0062052,0.0001684,0.0085044,0.022116,0.0002904,0.0001676,2.4e-06,0.0062076,7.6e-06,0.0079292,0.0391988,0.0085392,0.11816,0.6676512,0.0450424,0.0442256,2.08e-05,0.0001332,0.00089,0.0022524,8.4e-06,0.0025652
"23351",2029000,686000,0.0104192,0.0038244,7.76e-05,0.00606,0.0135016,0.0002684,0.0002024,8e-07,0.0018676,3.12e-05,0.0050688,0.0484236,0.0040408,0.0932124,0.6258264,0.0753608,0.106358,6.6e-05,9.92e-05,0.0010328,0.0013704,1.52e-05,0.0028724
"23352",2037000,686000,0.0065472,0.0034576,6.16e-05,0.0054768,0.0128992,0.0001804,0.0002744,4e-07,0.0013524,1.04e-05,0.00617,0.044424,0.00258,0.059044,0.6257528,0.1727968,0.0534332,1.92e-05,7.12e-05,0.0013196,0.0013912,4.4e-06,0.0027332
"23359",2093000,686000,0.000494,0.001698,1.72e-05,0.0035516,0.001134,3.72e-05,3.4e-05,2e-07,0.0001012,1.4e-05,0.0001048,0.0049716,7.72e-05,0.0011516,0.5711208,0.395144,9.04e-05,3.2e-06,1.12e-05,0.0005712,0.0102828,2.8e-06,0.0093872
"23563",1357000,694000,0.0563892,5.2e-06,0.0433636,0.292572,0.023132,0.0028616,0.0431176,0.0001548,0.0215184,0.0001028,0.1482992,0.00893,0.021662,0.1067724,0.16793,0.0271756,1e-04,8.04e-05,0.0035144,0.023464,0.0002456,0.000154,0.0084552
"23564",1365000,694000,0.088358,8.4e-06,0.04507,0.3219312,0.0228,0.0055824,0.0356776,8.96e-05,0.0282852,0.0001204,0.1436528,0.0166056,0.0278564,0.152494,0.0607124,0.0113184,7.28e-05,0.0001088,0.0035716,0.0307616,0.0002988,0.0002316,0.0043924
"23565",1373000,694000,0.05559,1.08e-05,0.047916,0.4143168,0.0192176,0.0083028,0.0069308,6.84e-05,0.0348332,0.000116,0.1664196,0.011632,0.015134,0.1763256,0.0108684,0.0077124,3.76e-05,0.0002032,0.0028964,0.0185132,0.0002008,0.0001952,0.0025592
"23566",1381000,694000,0.027394,1e-05,0.0620072,0.3964168,0.0144316,0.0086252,0.0012788,3.76e-05,0.0528148,0.0001068,0.1744624,0.0049208,0.0070312,0.2322,0.0018744,0.0027172,6.76e-05,6.32e-05,0.00289,0.0084444,0.00018,0.0003596,0.0016664
"23567",1389000,694000,0.0214388,3.6e-06,0.0578516,0.372702,0.0146248,0.007258,0.000548,2.24e-05,0.0728068,0.0001532,0.1320496,0.0044116,0.0060968,0.2956412,0.0010308,0.0020872,0.000266,9.96e-05,0.0022888,0.0067292,0.0001448,0.0002436,0.0015016
"23568",1397000,694000,0.028956,1.8e-05,0.0457284,0.3106728,0.0325392,0.0036776,0.0006828,6.6e-05,0.0914492,0.000216,0.0890532,0.00646,0.0079292,0.360962,0.0012048,0.0015068,8.4e-05,0.0001276,0.0017152,0.0151668,0.0001596,0.000354,0.0012708
"23569",1405000,694000,0.0377896,1.04e-05,0.0400352,0.3106028,0.0376236,0.0022964,0.0006612,5.36e-05,0.0919356,8.56e-05,0.0720692,0.0063104,0.0099284,0.370574,0.0017216,0.001006,5.6e-05,9.76e-05,0.0019052,0.013178,0.0001332,0.0003476,0.0015788
"23570",1413000,694000,0.050702,1.04e-05,0.0454364,0.3686192,0.0179968,0.001452,0.0008828,6.48e-05,0.0700216,0.0001556,0.0624876,0.0034396,0.0076408,0.3576124,0.0038324,0.0014152,9.08e-05,0.0001688,0.001592,0.0041604,7.28e-05,0.0002856,0.00186
"23571",1421000,694000,0.0590396,1.08e-05,0.0445312,0.4903092,0.012734,0.001264,0.0024152,7.68e-05,0.0490428,0.0001992,0.0369168,0.0041876,0.0098756,0.2673388,0.010512,0.002372,0.0001044,3.2e-05,0.001866,0.0039764,7.76e-05,0.0003644,0.0027536
"23572",1429000,694000,0.0555732,6.8e-06,0.0495092,0.5743104,0.0083784,0.001414,0.0085944,6.52e-05,0.0327992,0.0004312,0.0156428,0.0082012,0.0182236,0.15392,0.04485,0.0122532,0.0001584,9.2e-05,0.002348,0.0079356,0.0001004,0.0005864,0.0046064
"23573",1437000,694000,0.0619368,2e-06,0.0523912,0.2061756,0.0081316,0.0015836,0.0145296,7.2e-05,0.0426576,0.000318,0.0112276,0.0216504,0.0309136,0.1320508,0.3397004,0.0401512,0.0002052,0.0001048,0.0046684,0.020688,0.0001132,0.0012128,0.0095156
"23574",1445000,694000,0.0504864,5.6e-06,0.0360888,0.1161284,0.0091788,0.001884,0.0158724,8.6e-05,0.0525352,0.0010652,0.0131392,0.0267852,0.0268812,0.111354,0.4472164,0.054728,0.000262,9.4e-05,0.0059448,0.0199368,0.0001116,0.0012344,0.0089816
"23575",1453000,694000,0.0523204,1.28e-05,0.0358864,0.118154,0.012912,0.0033604,0.042274,5.52e-05,0.067766,0.0022264,0.0412364,0.018312,0.0263092,0.1111452,0.3755872,0.0625408,0.0001068,0.0002068,0.0049892,0.0135228,0.000162,0.001432,0.009482
"23576",1461000,694000,0.049256,5.6e-06,0.028728,0.1094332,0.0147416,0.0027856,0.058334,4.04e-05,0.0669588,0.0033404,0.0508048,0.0138748,0.023024,0.1049276,0.36392,0.081046,0.0005252,0.0004136,0.0037508,0.0108432,0.0001832,0.0021152,0.010948
"23577",1469000,694000,0.043064,1.6e-06,0.01939,0.1116864,0.0083116,0.0018576,0.0676072,6.04e-05,0.0452348,0.0031084,0.0332524,0.0157668,0.0187552,0.0991908,0.432916,0.0720616,0.0001032,0.0006132,0.002902,0.0073504,9.48e-05,0.001272,0.0153996
"23578",1477000,694000,0.0228312,1.88e-05,0.0107532,0.036706,0.0035568,0.0010036,0.1532484,4.12e-05,0.0331308,0.000836,0.0065016,0.0139996,0.0136788,0.0764132,0.528538,0.0630808,0.0001364,0.0002064,0.0013564,0.003658,8e-05,0.0007272,0.0294976
"23579",1485000,694000,0.0185868,4.4e-06,0.0097924,0.0279324,0.0024992,0.00068,0.14836,2.24e-05,0.0243664,0.0008552,0.0056368,0.0168,0.010838,0.0763264,0.5525352,0.0673352,4.8e-05,0.0001712,0.001514,0.0032704,8.4e-05,0.0002732,0.0320684
"23580",1493000,694000,0.0232588,4e-06,0.0175404,0.0523448,0.0033024,0.001344,0.0801168,4.44e-05,0.02705,0.001676,0.0064812,0.0355376,0.015426,0.088162,0.5150588,0.095058,0.0001252,0.0004596,0.0016352,0.005794,0.0001496,0.0003408,0.0290904
"23581",1501000,694000,0.0338512,8.4e-06,0.031726,0.1239656,0.0049464,0.0021176,0.0289556,0.0001076,0.027786,0.0014756,0.0152264,0.0610028,0.0217012,0.0970488,0.4206544,0.0929916,0.0001724,0.0005756,0.0022716,0.012372,0.0001152,0.00021,0.020718
"23582",1509000,694000,0.0366292,8e-07,0.0414008,0.0913996,0.0041912,0.0020412,0.018656,0.0001516,0.0321432,0.0012372,0.010508,0.1204624,0.0271548,0.0879332,0.3801216,0.1025252,0.000122,0.0004428,0.0019296,0.0170652,0.0001188,0.00033,0.0234356
"23583",1517000,694000,0.0326988,1.04e-05,0.0536716,0.0567828,0.004418,0.001288,0.0082324,3.8e-05,0.0321096,0.0005784,0.0129912,0.1577528,0.0330484,0.0837424,0.3947076,0.0917028,7.44e-05,0.000442,0.001852,0.0150608,0.0002256,0.0001776,0.0183944
"23584",1525000,694000,0.041654,4e-06,0.0591816,0.1713256,0.0057392,0.0011056,0.0066088,5.84e-05,0.0149704,0.000446,0.0310728,0.0471232,0.0355852,0.1905704,0.312756,0.0500392,0.0001044,0.0002156,0.0027364,0.0168772,0.0003596,0.000224,0.0112424
"23585",1533000,694000,0.0401548,2.88e-05,0.0557672,0.2200812,0.0071752,0.0010956,0.0049388,4.88e-05,0.0107228,0.0003064,0.0280536,0.0326652,0.0363912,0.232928,0.2786664,0.02606,7.8e-05,0.0002108,0.002908,0.0116784,0.000238,0.00019,0.0096128
"23586",1541000,694000,0.0440252,1.68e-05,0.0629296,0.1549612,0.0086956,0.0016236,0.0035716,6.88e-05,0.0126352,6.2e-05,0.0158472,0.059816,0.0426228,0.2375244,0.2882072,0.040432,5.16e-05,0.0003268,0.0045136,0.0088828,0.0005372,9.08e-05,0.012558
"23587",1549000,694000,0.0537752,3.08e-05,0.0655308,0.143018,0.0119576,0.0031764,0.0034544,9.12e-05,0.0151024,0.0002196,0.0112476,0.0612768,0.0498732,0.2911064,0.2345284,0.0300492,8.96e-05,0.0001748,0.0047528,0.006418,0.0006292,0.00034,0.0131576
"23588",1557000,694000,0.0762504,1.4e-05,0.0519628,0.3686908,0.0150488,0.0034592,0.0046616,0.000182,0.0156376,0.0003828,0.0181624,0.0286668,0.043194,0.287118,0.0399192,0.025662,0.0002104,0.0002556,0.0044852,0.004552,0.0003492,0.0002696,0.0108656
"23589",1565000,694000,0.050292,2.36e-05,0.024802,0.6279292,0.0144044,0.0018088,0.0034964,0.0001056,0.0119652,7.6e-05,0.0174676,0.0124728,0.023584,0.1808244,0.013812,0.006434,0.000228,9.32e-05,0.0019572,0.0029124,0.0002228,0.0002476,0.0048408
"23590",1573000,694000,0.0196716,1.88e-05,0.0145976,0.721438,0.021896,0.001168,0.0027876,4.12e-05,0.0112604,0.0001192,0.0134168,0.0064372,0.0194972,0.1443672,0.0111268,0.002878,0.0001292,7e-05,0.0012464,0.0031216,0.0002168,0.0001064,0.004388
"23591",1581000,694000,0.0110376,9.2e-06,0.0135448,0.7423064,0.0270944,0.000874,0.0017372,2e-05,0.0122628,4.8e-05,0.0129188,0.00507,0.0173832,0.1394124,0.0068584,0.0012564,3.48e-05,9.32e-05,0.0011592,0.0031556,0.0001232,0.0001572,0.0034432
"23592",1589000,694000,0.0097908,1.52e-05,0.0190496,0.7018412,0.0415724,0.0007952,0.002158,3.4e-05,0.0199432,6.44e-05,0.0314096,0.003084,0.0228312,0.1341332,0.003902,0.0011908,0.0001504,9.96e-05,0.0013488,0.0035616,0.0001032,0.0002156,0.002706
"23593",1597000,694000,0.0101324,0.0001084,0.024138,0.6471636,0.0540772,0.0011108,0.002412,4.48e-05,0.0204888,0.0001104,0.0737092,0.001978,0.0218248,0.1332352,0.0022064,0.0014604,0.0002076,4.84e-05,0.0012856,0.0026532,0.0001376,0.000146,0.0013212
"23594",1605000,694000,0.0085544,5.36e-05,0.0225684,0.6587848,0.0479208,0.0010516,0.0016924,3.16e-05,0.0099296,7.32e-05,0.0381212,0.0010324,0.0236324,0.1788008,0.0019904,0.0009316,0.0002088,5.84e-05,0.0009772,0.0023452,0.0001316,0.0001716,0.000938
"23595",1613000,694000,0.0092568,1.56e-05,0.0189004,0.5942352,0.0532216,0.0012256,0.0048068,4.6e-05,0.0095044,0.0001028,0.045724,0.0013428,0.03434,0.2157784,0.0032964,0.0015856,0.0006512,0.0001652,0.0011368,0.0026908,0.0002324,0.0002988,0.0014424
"23596",1621000,694000,0.010494,6e-06,0.0183796,0.5857576,0.0584324,0.0014072,0.0115252,3.68e-05,0.0103348,0.0001048,0.0431908,0.001976,0.0383544,0.202546,0.0069852,0.0020416,0.0004504,0.0001644,0.0017276,0.0040356,0.000242,0.0002428,0.0015648
"23597",1629000,694000,0.009312,2.8e-06,0.0163416,0.6366556,0.0563188,0.0016376,0.0183868,7.28e-05,0.0100796,0.000138,0.0371836,0.0015704,0.0361524,0.156982,0.007446,0.0029256,0.0009968,0.0002812,0.0017048,0.0042504,0.0001472,0.0002316,0.0011824
"23598",1637000,694000,0.00995,2.36e-05,0.0183144,0.6136024,0.086116,0.0020128,0.020268,7.4e-05,0.0126772,0.0001144,0.056714,0.0014692,0.03117,0.1260328,0.0068368,0.0045564,0.0010024,0.0002056,0.002634,0.004556,8.4e-05,0.0002476,0.0013384
"23599",1645000,694000,0.011508,0.0001528,0.0161276,0.5275076,0.0915104,0.002388,0.0294088,2.96e-05,0.0147,0.0004352,0.087276,0.0016884,0.0378676,0.1449872,0.0095544,0.0099704,0.0019656,0.00019,0.0043508,0.0060816,0.0002868,0.000288,0.0017252
"23600",1653000,694000,0.0123164,4.4e-05,0.0155692,0.4192076,0.0821144,0.002586,0.0265596,3.24e-05,0.014026,0.0005848,0.1197228,0.0021752,0.0484908,0.1868896,0.0099772,0.0342868,0.0062284,0.0006364,0.0076236,0.0085072,0.000122,0.000286,0.0020136
"23601",1661000,694000,0.0114396,2.68e-05,0.0179572,0.4309348,0.0651808,0.002432,0.0527528,8.36e-05,0.0105356,0.0004876,0.080254,0.0036504,0.0337968,0.2180172,0.0230312,0.0295148,0.001504,0.0002172,0.0092076,0.005982,0.0001932,0.0003892,0.0024116
"23602",1669000,694000,0.0107624,3e-05,0.0180812,0.4671808,0.077886,0.0032284,0.0436744,2.88e-05,0.011884,0.0006052,0.0555372,0.0035204,0.0252468,0.1961272,0.0398124,0.0259484,0.0012432,0.0002304,0.0098232,0.0062064,0.0002432,0.0001376,0.0025624
"23603",1677000,694000,0.0097324,6.2e-05,0.0162864,0.3994688,0.1156056,0.0027812,0.0357476,3.88e-05,0.0194332,0.0013596,0.1014848,0.0027636,0.0300816,0.1546964,0.0412416,0.0380248,0.0018292,6.72e-05,0.01706,0.0094068,0.0001448,0.0002236,0.00246
"23604",1685000,694000,0.0069716,3.52e-05,0.0137764,0.2963164,0.1375716,0.0028696,0.0078032,3.84e-05,0.0512904,0.005628,0.2142192,0.0013048,0.0343296,0.1216712,0.025752,0.0270916,0.0049728,0.000188,0.0253472,0.0207048,0.0001696,0.0001252,0.0018232
"23605",1693000,694000,0.0063476,2.68e-05,0.0142004,0.3147304,0.1147024,0.0036792,0.0036488,2.8e-05,0.0567964,0.0107132,0.2231176,0.0009068,0.0396712,0.120378,0.0223008,0.0206632,0.0056128,0.0001524,0.019656,0.021218,9.44e-05,0.0001004,0.0012552
"23606",1701000,694000,0.0075692,5e-05,0.0230908,0.3504184,0.0700232,0.0092208,0.001782,2.2e-05,0.0361792,0.0366832,0.1506636,0.0011348,0.0687468,0.1633156,0.0192476,0.0085968,0.0240824,0.0001344,0.0078928,0.0180736,0.0001464,0.0001116,0.0028148
"23607",1709000,694000,0.007966,2.4e-06,0.035296,0.3687108,0.0564008,0.0174692,0.0008396,2e-05,0.0232852,0.0147948,0.1468516,0.0012364,0.0972708,0.1792,0.0128796,0.0047184,0.015174,0.0001828,0.0021852,0.0122032,0.0001212,0.0001448,0.0030472
"23608",1717000,694000,0.0077316,4.16e-05,0.030234,0.4524188,0.0549956,0.0119732,0.0005788,1.16e-05,0.0148404,0.004326,0.1509912,0.0016492,0.0530572,0.1547372,0.0234004,0.0188804,0.0059936,0.000166,0.0016292,0.0079312,0.0001824,5.64e-05,0.004174
"23609",1725000,694000,0.0072728,5.08e-05,0.017774,0.436814,0.053176,0.004106,0.0005716,1.2e-05,0.0081612,0.0016344,0.2266028,0.0014252,0.0358044,0.1183144,0.0153688,0.0522948,0.007964,9e-05,0.0009844,0.0066492,7.88e-05,5.08e-05,0.0047996
"23610",1733000,694000,0.0083008,2e-05,0.008894,0.504408,0.0511032,0.001906,0.0005724,8.8e-06,0.0044852,0.0006168,0.2272692,0.0022584,0.0300056,0.1010376,0.0056432,0.0332648,0.0123852,6.16e-05,0.0006444,0.0045332,7.76e-05,6.8e-05,0.002436
"23611",1741000,694000,0.0251956,7.2e-06,0.0118824,0.4235632,0.0607384,0.0034852,0.0009452,1e-05,0.0044284,0.0008592,0.2367156,0.0093916,0.0306384,0.1091168,0.0493532,0.0193228,0.0025516,0.000102,0.000948,0.0045852,0.0001172,6.52e-05,0.0059776
"23612",1749000,694000,0.0381904,2.12e-05,0.0163864,0.3373108,0.0510884,0.0022936,0.0022936,1.28e-05,0.0048728,0.0013504,0.276754,0.0121696,0.02786,0.1387904,0.0556624,0.0156972,0.004778,0.0001716,0.000962,0.0061196,0.0001348,8.64e-05,0.0069936
"23613",1757000,694000,0.031506,5.84e-05,0.0112088,0.4529856,0.0291388,0.0014064,0.0031228,4.8e-06,0.0044372,0.0004596,0.2721912,0.0100452,0.0117152,0.132692,0.0178804,0.0079824,0.003194,0.0001068,0.0008812,0.005228,8.4e-05,7.08e-05,0.0036004
"23614",1765000,694000,0.0596364,1.88e-05,0.005968,0.3669788,0.0394776,0.0017236,0.0142528,1.88e-05,0.009328,0.0004444,0.2337492,0.017226,0.0081336,0.1113532,0.0770448,0.0395176,0.0016284,0.0001912,0.0016912,0.0062488,6.76e-05,9.08e-05,0.0052104
"23615",1773000,694000,0.0609912,4.32e-05,0.0046372,0.1204704,0.0326692,0.0017576,0.0282092,1.2e-05,0.0145828,0.000338,0.0769632,0.031284,0.0092164,0.106082,0.3341872,0.1575296,0.0006092,0.0004396,0.0034152,0.0075316,0.0001264,0.0002336,0.0086712
"23616",1781000,694000,0.0199024,2.04e-05,0.0028776,0.003288,0.0086132,0.001054,0.0307308,3.2e-06,0.0240836,0.0001076,0.0036408,0.0828248,0.021114,0.1129988,0.5111004,0.1421464,0.0002752,0.0013088,0.0045888,0.0171572,7.76e-05,0.0002592,0.0118272
"23617",1789000,694000,0.0198004,2e-05,0.0036152,0.0046296,0.0102,0.001316,0.0467816,8.8e-06,0.0344628,0.0001312,0.004192,0.1090208,0.0158596,0.1050804,0.503738,0.0804148,0.0003496,0.0019384,0.0071564,0.0358276,9e-05,0.0002328,0.015134
"23618",1797000,694000,0.0274212,7.04e-05,0.005546,0.0196012,0.0247668,0.0030936,0.0965384,6e-06,0.02802,0.0001744,0.0150792,0.1016432,0.0093268,0.0979252,0.4143236,0.0686508,0.0007876,0.0013628,0.0081636,0.0633884,0.0001152,0.0002228,0.0137728
"23619",1805000,694000,0.0325796,3.2e-05,0.0080484,0.0792792,0.0388348,0.0038044,0.1468984,1.36e-05,0.013502,7.92e-05,0.0451208,0.0528008,0.0067664,0.0967592,0.241816,0.1857944,0.0018248,0.001914,0.0035516,0.028362,9.16e-05,0.0001356,0.0119912
"23620",1813000,694000,0.0312348,3e-05,0.0127192,0.1989844,0.0974584,0.0016444,0.1586544,6.8e-06,0.0085196,0.0001992,0.052536,0.017412,0.0085876,0.1966732,0.179922,0.0194572,0.0013696,0.00193,0.0021908,0.0033636,7.44e-05,7e-05,0.0069624
